"	AUX
kata	VP
Devender	NNP
Prasad	NNP
,	AUX
pejabat	NN
pemerintah	NNP
kota	NNP
Delhi	NNP
kepada	CW
kantor berita	NNP
AFP	NNP
.	AUX

Selama	CW
bertahun-tahun	NUM
monyet	NN
mengganggu	VP
warga	NN
Delhi	NNP
.	AUX

Binatang	NN
ini	CW
menaiki	VP
kereta	NN
metro	NN
dan	CW
bahkan	CW
berkeliaran	VP
di	CW
kompleks	NN
gedung	NN
parlemen	NN
.	AUX

Belum	CW
lama	JJ
ini	CW
kawanan	NN
monyet	NN
menyerbu	VP
kantor	NN
perdana menteri	NN
dan	CW
departemen	NN
pertahanan	NN
.	AUX

Binatang	NN
ini	CW
tidak	CW
bisa	VP
dibunuh	VP
karena	CW
masyarakat	NN
India	NNP
menganggap	VP
mereka	NN
suci	JJ
.	AUX

Selain	CW
harus	VP
mengusir	VP
kawanan	NN
monyet	NN
,	AUX
pemkot	NNP
Delhi	NNP
juga	CW
kesulitan	VP
mengatasi	VP
wabah	NN
demam berdarah	NN
.	AUX

Curah	NN
hujan	NN
yang	CW
tinggi	JJ
menyebabkan	VP
banyak	NUM
genangan	NN
,	AUX
tempat	NN
ideal	JJ
bagi	CW
nyamuk	NN
aedes	NNP
berkembang biak	VP
.	AUX

Pemkot	NN
telah	VP
menempatkan	VP
ikan	NN
di	CW
berbagai	NUM
genangan	NN
air	NN
untuk	CW
memangsa	VP
telur	NN
nyamuk	NN
.	AUX

Miliarder	NN
AS	NNP
jamu	VP
orang kaya	NN
Cina	NNP

Dua	NUM
miliarder	NN
Amerika	NNP
Bill	NNP
Gates	NNP
dan	CW
Warren	NNP
Buffett	NNP
akan	VP
mengadakan	VP
jamuan	NN
makan malam	NN
di	CW
Beijing	NNP
bagi	CW
sejumlah	NUM
orang	NN
terkaya	JJ
di	CW
Cina	NNP
.	AUX

Gates	NNP
dan	CW
Buffett	NNP
mengatakan	VP
mereka	NN
berada	VP
di	CW
Cina	NNP
untuk	CW
mempelajari	VP
kegiatan	NN
amal	NN
di	CW
negara	NN
itu	CW
.	AUX

Banyak	NUM
orang	NN
menduga	VP
mereka	NN
ingin	CW
membujuk	VP
para	CW
tamu	NN
agar	CW
lebih	CW
banyak	NUM
menyumbang	VP
untuk	CW
amal	NN
.	AUX

Ada	VP
kerahasiaan	NN
mengenai	CW
acara	NN
itu	CW
,	AUX
pihak	NN
penyelenggara	NN
tidak	CW
membeberkan	VP
nama-nama	NN
tamu	NN
.	AUX

Salah satu	NUM
orang	NN
yang	CW
akan	VP
menghadiri	VP
jamuan	NN
makan malam	NN
itu	CW
adalah	VP
Chen	NNP
Guangbiao	NNP
,	AUX
seorang	NN
miliarder	NN
yang	CW
meraup	VP
kekayaan	NN
dari	CW
bisnis	NN
mendaur ulang	VP
sampah	NN
dari	CW
industri	NN
bangunan	NN
.	AUX

Dia	NN
mengatakan	VP
kepada	CW
BBC	NNP
bahwa	CW
dia	NN
sudah	VP
berencana	VP
menyumbangkan	VP
seluruh	NUM
harta	NN
-nya	NN
untuk	CW
amal	NN
bila	CW
dia	NN
meninggal	VP
.	AUX

"	AUX
Beramal	VP
dan	CW
membantu	VP
sudah	VP
menjadi	VP
bagian	NN
dari	CW
budaya	NN
Cina	NNP
selama	CW
5.000	NUM
tahun	NN
.	AUX

Tetapi	CW
kegiatan	NN
amal	NN
resmi	JJ
baru	VP
dikembangkan	VP
di	CW
Cina	NNP
dalam	CW
30	NUM
tahun	NN
terakhir	JJ
,	AUX
sejak	CW
kami	NN
menerapkan	VP
reformasi ekonomi	NN
.	AUX
"	AUX

"	AUX
Banyak	NUM
orang	NN
baru	VP
mulai	VP
menjadi	VP
kaya	JJ
dan	CW
kami	NN
baru-baru ini	CW
saja	CW
bisa	VP
memberi	VP
makan	NN
diri	NN
sendiri	NN
,	AUX
"	AUX
kata	VP
-nya	NN
.	AUX

Menyumbangkan	VP
uang	NN
untuk	CW
amal	NN
belum	CW
begitu	CW
berkembang	VP
di	CW
Cina	NNP
sebaik	JJ
di	CW
banyak	NUM
negara	NN
lain	JJ
.	AUX

Kalau	CW
jamuan	NN
makan malam	NN
ini	CW
bisa	VP
dikatakan	VP
berhasil	VP
,	AUX
keberhasilan	NN
itu	CW
adalah	VP
mendorong	VP
perdebatan	NN
mengenai	CW
apa	CW
arti	NN
beramal	VP
bagi	CW
yang	CW
membutuhkan	VP
.	AUX

Kisah	NN
pendiri	NN
Facebook	NNP
dibuat	VP
komik	NN

Kisah	NN
pendiri	NN
Facebook	NNP
Mark	NNP
Zuckerberg	NNP
akan	VP
diceritakan	VP
dalam	CW
sebuah	NN
komik	NN
biografi	NN
.	AUX

Komik	NN
dengan	CW
judul	NN
Mark	NNP
Zuckerberg	NNP
:	AUX
Pencipta	NN
Facebook	NNP
,	AUX
akan	VP
tersedia	VP
di	CW
pasar	NN
sebelum	CW
Desember	NNP
2010	NUM
,	AUX
demikian	CW
pernyataan	NN
penerbit	NNP
Bluewater	NNP
Productions	NNP
.	AUX

Penulis	NNP
Jerome	NNP
Maida	NNP
menyebut	VP
kisah	NN
Zuckerberg	NNP
"	AUX
mengagumkan	VP
"	AUX
dan	CW
"	AUX
luar biasa	JJ
"	AUX
.	AUX

Sebuah	NN
film	NN
mengenai	CW
Facebook	NNP
dengan	CW
judul	NN
The	NNP
Social	NNP
Network	NNP
,	AUX
juga	CW
akan	VP
dirilis	VP
pada	CW
tanggal	NN
15	NUM
Oktober	NNP
nanti	NN
.	AUX

Film	NN
yang	CW
ditulis	VP
oleh	CW
pencipta	NN
serial	NN
West	NNP
Wing	NNP
Aaron	NNP
Sorkin	NNP
dan	CW
disutradarai	VP
oleh	CW
David	NNP
Fincher	NNP
yang	CW
pernah	VP
menggarap	VP
film	NN
Fight	NNP
'	NNP
s	NNP
Club	NNP
ini	CW
sebenarnya	CW
belum	CW
memperoleh	VP
izin	NN
Mark	NNP
Zuckerberg	NNP
.	AUX

Pemuda	NN
berusia	VP
26	NUM
tahun	NN
ini	CW
mengatakan	VP
"	AUX
Saya	NN
mengharapkan	VP
tidak	CW
ada	VP
orang	NN
yang	CW
membuat	VP
film	NN
tentang	CW
saya	NN
ketika	CW
saya	NN
masih	VP
hidup	VP
,	AUX
"	AUX
kata	VP
-nya	NN
dalam	CW
sebuah	NN
konferensi	NN
teknologi	NN
Juni	NNP
silam	NN
.	AUX

Hingga	CW
Juli	NNP
2010	NUM
lebih	CW
dari	CW
500	NUM
juta	NUM
yang	CW
terdaftar	VP
dalam	CW
situs	NN
jejaring	NN
sosial	JJ
tersebut	CW
.	AUX

September	NNP
silam	NN
,	AUX
majalah	NNP
Forbes	NNP
memasukkan	VP
dia	NN
dalam	CW
daftar	NN
35	NUM
orang	NN
terkaya	JJ
di	CW
Amerika	NNP
Serikat	NNP
dengan	CW
total	NN
kekayaan	NN
diperkirakan	VP
mencapai	VP
US	NNP
$	AUX
6,4	NUM
miliar	NUM
.	AUX

Tetapi	CW
langkah	NN
dia	NN
menuju	VP
kesuksesan	NN
tidak	CW
lah	CW
mulus	JJ
.	AUX

Dua	NUM
orang	NN
rekan	NN
Zuckerberg	NNP
di	CW
Harvard	NNP
mengklaim	VP
ide	NN
pembuatan	NN
Facebook	NNP
datang	VP
dari	CW
mereka	NN
.	AUX

Mereka	NN
terlibat	VP
dalam	CW
sengketa	NN
hukum	NN
yang	CW
berlarut-larut	VP
pada	CW
tahun	NN
2008	NUM
dan	CW
diakhiri	VP
dengan	CW
pembayaran	NN
yang	CW
dirahasiakan	VP
jumlah	NN
-nya	NN
kepada	CW
Cameron	NNP
dan	CW
Tyler	NNP
Winklevoss	NNP
,	AUX
yang	CW
kini	NN
juga	CW
membuat	VP
situs	NN
jejaring	NN
sosial	JJ
bernama	VP
ConnectU	NNP
.	AUX

Perebutan	NN
jamrud	NNP
Bahia	NNP
raksasa	JJ

Jaksa	NN
Kalifornia	NNP
akan	VP
mulai	VP
menanyai	VP
sejumlah	NUM
pihak	NN
untuk	CW
menentukan	VP
mengenai	CW
kepemilikan	NN
dari	CW
jamrud	NN
raksasa	JJ
,	AUX
yang	CW
disebut	VP
sebagai	CW
terbesar	JJ
.	AUX

Jamrud	NNP
Bahia	NNP
dinamakan	VP
sesuai	JJ
lokasi	NN
penemuan	NN
-nya	NN
di	CW
salah satu	NUM
daerah	NN
di	CW
Brasil	NNP
memiliki	VP
berat	NN
380	NUM
kg	NN
.	AUX

Diperkirakan	VP
jamrud	NN
raksasa	JJ
itu	CW
bernilai	VP
lebih	CW
dari	CW
US	NNP
$	AUX
370	NUM
juta	NUM
dan	CW
setidaknya	CW
enam	NUM
orang	NN
mengklaim	VP
kepemilikan	NN
hak	NN
atas	CW
batu	NN
tersebut	CW
.	AUX

Jaksa	NN
akan	VP
mendengarkan	VP
semua	NUM
pihak	NN
yang	CW
mengklaim	VP
permata	NN
itu	CW
,	AUX
sebelum	CW
memutuskan	VP
kasus	NN
-nya	NN
pada	CW
Oktober	NNP
nanti	NN
.	AUX

Salah satu	NUM
dari	CW
pihak	NN
yang	CW
berselisih	VP
,	AUX
adalah	VP
Anthony	NNP
Thomas	NNP
ahli	NN
konstruksi	NN
dari	CW
Kalifornia	NNP
yang	CW
mengatakan	VP
dia	NN
telah	VP
membayar	VP
kepada	CW
dua	NUM
orang	NN
agen	NN
permata	NN
Brasil	NNP
senilai	NN
US	NNP
$	AUX
60.000	NUM
untuk	CW
jamrud	NN
tersebut	CW
tak	CW
lama	JJ
setelah	CW
ditemukan	VP
sembilan	NUM
tahun	NN
lalu	NN
.	AUX

Thomas	NNP
mengatakan	VP
telah	VP
mengatur	VP
agar	CW
batu	NN
itu	CW
dikirim	VP
melalui	CW
kapal	NN
ke	CW
kediaman	NN
-nya	NN
di	CW
San	NNP
Jose	NNP
,	AUX
tetapi	CW
tak	CW
pernah	VP
muncul	VP
.	AUX

Dia	NN
percaya	VP
batu	NN
itu	CW
telah	VP
dicuri	VP
untuk	CW
dijual	VP
kembali	CW
dengan	CW
harga	NN
yang	CW
lebih	CW
mahal	JJ
.	AUX

Thomas	NNP
hanya	CW
salah satu	NUM
dari	CW
enam	NUM
pihak	NN
yang	CW
mengklaim	VP
sebagai	CW
pemilik	NN
jamrud	NN
raksasa	JJ
itu	CW
.	AUX

Satu	NUM
masalah	NN
yang	CW
dihadapi	VP
adalah	VP
dia	NN
kehilangan	VP
tanda terima	NN
akibat	CW
kebakaran	NN
yang	CW
melanda	VP
rumah	NN
-nya	NN
.	AUX

Satu	NUM
hal	NN
yang	CW
diketahui	VP
batu	NN
itu	CW
sempat	VP
disimpan	VP
di	CW
lemari besi	NN
bank	NN
di	CW
New	NNP
Orleans	NNP
yang	CW
terkena	VP
banjir	NN
ketika	CW
daerah	NN
itu	CW
diterjang	VP
Badai	NNP
Katrina	NNP
,	AUX
sehingga	CW
batu	NN
berharga	JJ
terendam	VP
di	CW
dalam	NN
air	NN
untuk	CW
beberapa	NUM
bulan	NN
.	AUX

Jamrud	NNP
Bahia	NNP
kemudian	CW
dibawa	VP
ke	CW
Las	NNP
Vegas	NNP
untuk	CW
dilihat	VP
oleh	CW
calon	NN
pembeli	NN
namun	CW
disita	VP
oleh	CW
polisi	NN
Los	NNP
Angeles	NNP
.	AUX

Badut	NN
politikus	NN
ditantang	VP
baca	VP
tulis	VP

Seorang	NN
badut	NN
di	CW
Brasil	NNP
yang	CW
mempunyai	VP
peluang	NN
besar	JJ
meraih	VP
kursi	NN
di	CW
parlemen	NN
dalam	CW
pemilihan	NN
Minggu	NNP
(	AUX
3	NUM
/	AUX
10	NUM
)	AUX
-	AUX
ditantang	VP
untuk	CW
membuktikan	VP
bahwa	CW
dia	NN
bisa	VP
membaca	VP
dan	CW
menulis	VP
.	AUX

Jajak	NN
pendapat	NN
memperlihatkan	VP
badut	NN
itu	CW
,	AUX
Tiririca	NNP
,	AUX
akan	VP
meraih	VP
lebih	CW
dari	CW
satu	NUM
juta	NUM
suara	NN
.	AUX

Namun	CW
hakim	NN
di	CW
Sao	NNP
Paulo	NNP
menuntut	VP
dia	NN
untuk	CW
memperlihatkan	VP
bisa	VP
memenuhi	VP
persyaratan	NN
baca	VP
tulis	VP
.	AUX

Tiririca	NNP
-	AUX
yang	CW
dalam	CW
bahasa sehari-hari	NN
Portugis	NNP
arti	NN
-nya	NN
tukang	NN
mengeluh	VP
menjadi	VP
sensasi	NN
besar	JJ
selama	CW
kampanye	NN
pemilihan	NN
.	AUX

Video	NN
kampanye	NN
-nya	NN
yang	CW
kocak	JJ
berhasil	VP
meraih	VP
jutaan	NUM
penonton	NN
di	CW
YouTube	NNP
.	AUX

Dia	NN
antara	CW
lain	JJ
menggunakan	VP
slogan	NN
"	AUX
Tidak	CW
bisa	VP
lebih	CW
buruk	JJ
lagi	CW
"	AUX
dan	CW
"	AUX
Apa	CW
yang	CW
dilakukan	VP
wakil	NN
anda	NN
?	AUX
Sungguh	CW
saya	NN
tidak	CW
tahu	VP
.	AUX
Tapi	CW
pilih	VP
lah	CW
saya	NN
dan	CW
saya	NN
akan	VP
mencari tahu	VP
untuk	CW
anda	NN
.	AUX
"	AUX

Hakim	NN
memutuskan	VP
untuk	CW
menggelar	VP
ujian	NN
aksara	NN
setelah	CW
majalah	NNP
Epoca	NNP
menayangkan	VP
video	NN
di	CW
situs	NN
-nya	NN
yang	CW
memperlihatkan	VP
Tiririca	NNP
tampak	VP
kesulitan	VP
membaca	VP
.	AUX

Komisi	NN
pemilihan	NN
mengatakan	VP
sudah	VP
terlambat	VP
untuk	CW
menghentikan	VP
pencalonan	NN
-nya	NN
namun	CW
dia	NN
bisa	VP
diberhentikan	VP
setelah	CW
pemilihan	NN
nanti	NN
jika	CW
gagal	VP
memperlihatkan	VP
kemampuan	NN
membaca	VP
.	AUX

Calon	NN
selebriti	NN

Tiririca	NNP
,	AUX
yang	CW
nama	NN
asli	JJ
-nya	NN
Francisco	NNP
Everardo	NNP
Oliveira	NNP
Silva	NNP
-	AUX
mulai	VP
bekerja	VP
di	CW
sirkus	NN
sejak	CW
berusia	VP
delapan	NUM
tahun	NN
di	CW
negara bagian	NN
miskin	JJ
,	AUX
Ceara	NNP
.	AUX

Dengan	CW
pengalaman	NN
-nya	NN
,	AUX
dia	NN
kini	NN
menjadi	VP
salah seorang	NUM
pelawak	NN
yang	CW
terkenal	VP
di	CW
TV	NN
.	AUX

Dia	NN
merupakan	VP
salah seorang	NUM
dari	CW
puluhan	NUM
calon	NN
yang	CW
berasal	VP
dari	CW
dunia	NN
olahraga	NN
maupun	CW
pertunjukan	NN
,	AUX
yang	CW
berjuang	VP
untuk	CW
merebut	VP
kursi	NN
di	CW
majelis rendah	NN
parlemen	NN
dengan	CW
bersaing	VP
melawan	VP
politikus	NN
berpengalaman	VP
.	AUX

Seluruhnya	CW
tercatat	VP
6.000	NUM
calon	NN
dari	CW
27	NUM
partai	NN
untuk	CW
meraih	VP
513	NUM
kursi	NN
di	CW
parlemen	NN
.	AUX

Calon	NN
lain	JJ
yang	CW
diduga	VP
akan	VP
meraih	VP
kursi	NN
di	CW
parlemen	NN
dengan	CW
kemenangan	NN
mutlak	JJ
adalah	VP
Romario	NNP
,	AUX
yang	CW
merupakan	VP
salah seorang	NUM
bintang	NN
sepak bola	NN
Brasil	NNP
saat	CW
meraih	VP
Piala	NNP
Dunia	NNP
1994	NUM
.	AUX

Para	CW
pengamat	NN
mengatakan	VP
popularitas	NN
para	CW
selebriti	NN
mencerminkan	VP
kebingungan	NN
dengan	CW
politik	NN
utama	JJ
karena	CW
marak	JJ
-nya	NN
sejumlah	NUM
skandal	NN
korupsi	NN
.	AUX

Ibu	NN
,	AUX
bayi	NN
dan	CW
parlemen	NN

Seorang	NN
anggota	NN
Parlemen	NNP
Eropa	NNP
asal	CW
Italia	NNP
menghadiri	VP
sidang	NN
parlemen	NN
di	CW
Strasbourg	NNP
dengan	CW
menggendong	VP
anak	NN
bayi	NN
-nya	NN
.	AUX

Licia	NNP
Ronzulli	NNP
mengatakan	VP
ia	NN
ingin	CW
menunjukkan	VP
berat	JJ
-nya	NN
beban	NN
yang	CW
ditanggung	VP
kaum	NN
perempuan	NN
untuk	CW
menjalani	VP
karir	NN
sekaligus	CW
mengasuh	VP
anak	NN
.	AUX

Vittoria	NNP
yang	CW
baru	VP
berusia	VP
satu	NUM
bulan	NN
tampak	VP
tidur	VP
nyenyak	JJ
selama	CW
sidang	NN
berlangsung	VP
.	AUX

Ronzulli	NNP
yang	CW
mewakili	VP
Partai	NNP
Kebebasan	NNP
Rakyat	NNP
pimpinan	NN
PM	NNP
Italia	NNP
Silvio	NNP
Berlusconi	NNP
mendapat	VP
sambutan	NN
meriah	JJ
ketika	CW
berdiri	VP
untuk	CW
menyampaikan	VP
pidato	NN
-nya	NN
.	AUX

Ia	NN
mengatakan	VP
kepada	CW
rekan	NN
-nya	NN
sesama	NN
anggota	NN
parlemen	NN
:	AUX
"	AUX
Saya	NN
ingin	CW
melihat	VP
komitmen	NN
yang	CW
lebih	CW
besar	JJ
untuk	CW
persoalan-persoalan	NN
ini	CW
dari	CW
lembaga-lembaga	NN
Eropa	NNP
,	AUX
dimulai	VP
dari	CW
dalam	NN
Parlemen	NNP
Eropa	NNP
sendiri	NN
.	AUX
"	AUX

Naskah	NN
asli	JJ
Harry	NNP
Potter	NNP
dipamerkan	VP

Naskah	NN
asli	JJ
dari	CW
kisah	NN
Harry	NNP
Potter	NNP
yang	CW
ditulis	VP
tangan	NN
oleh	CW
pengarang	NN
-nya	NN
,	AUX
JK	NNP
Rowling	NNP
,	AUX
dipamerkan	VP
sebagai	CW
bagian	NN
dari	CW
festival	NN
buku	NN
di	CW
Skotlandia	NNP
selatan	NNP
.	AUX

Dua	NUM
halaman	NN
naskah	NN
yang	CW
dibingkai	VP
dan	CW
ditandatangani	VP
oleh	CW
JK	NNP
Rowling	NNP
itu	CW
berisi	VP
Balada	NN
Nick	NNP
Si	CW
Kepala	NN
Nyaris	CW
Putus	VP
.	AUX

Naskah	NN
itu	CW
akan	VP
dipamerkan	VP
dalam	CW
festival	NN
di	CW
kota	NNP
Wigtown	NNP
tanggal	NN
24	NUM
sampai	CW
3	NUM
Oktober	NNP
.	AUX

Kisah	NN
hantu	NN
Nick	NNP
itu	CW
awal	NN
-nya	NN
ditulis	VP
sebagai	CW
bagian	NN
dari	CW
buku	NN
Harry	NNP
Potter	NNP
dan	CW
Kamar	NN
Rahasia	NN
tetapi	CW
kemudian	CW
kedua	NUM
halaman	NN
itu	CW
dibuang	VP
sehingga	CW
tidak	CW
termasuk	VP
dalam	CW
buku	NN
yang	CW
diterbitkan	VP
.	AUX

Kedua	NUM
halaman	NN
itu	CW
disumbangkan	VP
oleh	CW
JK	NNP
Rowling	NNP
bagi	CW
Yayasan	NNP
Kamus	NNP
Bahasa	NNP
Skotlandia	NNP
tahun	NN
2005	NUM
untuk	CW
mendukung	VP
pengumpulan	NN
dana	NN
bagi	CW
pembuatan	NN
kamus	NN
baru	JJ
bahasa	NN
asli	JJ
Skotlandia	NNP
.	AUX

Sekarang	NN
halaman	NN
naskah	NN
asli	JJ
itu	CW
dimiliki	VP
oleh	CW
seorang	NN
kolektor	NN
buku	NN
terkemuka	JJ
Inggris	NNP
dan	CW
pemilik	NN
jurnal	NNP
Asia	NNP
Literary	NNP
Review	NNP
Ilyas	NNP
Khan	NNP
dan	CW
belum	CW
pernah	VP
dipamerkan	VP
kepada	CW
umum	NN
.	AUX

Ilyas	NNP
Khan	NNP
mengatakan	VP
,	AUX
"	AUX
The	NNP
Asia	NNP
Literary	NNP
Review	NNP
pernah	VP
mendukung	VP
berbagai	NUM
festival	NN
buku	NN
tetapi	CW
saya	NN
harus	VP
mengatakan	VP
bahwa	CW
saya	NN
sangat	CW
senang	JJ
kami	NN
ikut	VP
dalam	CW
Festival	NNP
Wigtown	NNP
ini	CW
.	AUX
"	AUX

TV	NN
Australia	NNP
salah	JJ
sebut	VP
pemenang	NN

Acara	NN
TV	NN
Australia	NNP
'	NNP
s	NNP
Next	NNP
Top	NNP
Model	NNP
,	AUX
sempat	VP
mengumumkan	VP
pemenang	NN
yang	CW
salah	JJ
dalam	CW
final	NN
yang	CW
disiarkan	VP
langsung	CW
pada	CW
seri	NN
-nya	NN
yang	CW
keenam	NUM
.	AUX

Kelsey	NNP
Martinovich	NNP
dianugerahi	VP
mahkota	NN
kemenangan	NN
sesuai	JJ
pilihan	NN
pemirsa	NN
dan	CW
sedang	VP
menyampaikan	VP
pidato	NN
,	AUX
namun	CW
presenter	NNP
Sarah	NNP
Murdoch	NNP
menyela	VP
.	AUX

Sambil	CW
menggeleng-gelengkan	VP
kepala	NN
dan	CW
mendengarkan	VP
ear	AUX
piece	AUX
dia	NN
mengatakan	VP
:	AUX
"	AUX
Saya	NN
mual	JJ
dengan	CW
masalah	NN
ini	CW
.	AUX
Saya	NN
amat	CW
meminta	VP
maaf	NN
,	AUX
ini	CW
semata-mata	CW
kecelakaan	NN
.	AUX
"	AUX

Dia	NN
kemudian	CW
mengumumkan	VP
pemenang	NN
yang	CW
sebenarnya	CW
,	AUX
yaitu	CW
Amanda	NNP
Ware	NNP
yang	CW
berusia	VP
18	NUM
tahun	NN
.	AUX

"	AUX
Ini	CW
lah	CW
yang	CW
terjadi	VP
kalau	CW
siaran	NN
TV	NN
langsung	CW
,	AUX
"	AUX
kata	VP
Sarah	NNP
Murdoch	NNP
.	AUX

"	AUX
Ini	CW
edan	JJ
,	AUX
edan	JJ
,	AUX
edan	JJ
.	AUX
"	AUX

Adapun	CW
Martinovich	NNP
-	AUX
yang	CW
sempat	VP
disebut	VP
sebagai	CW
pemenang	NN
selama	CW
sekitar	CW
satu	NUM
menit	NN
tampak	VP
menerima	VP
kesalahan	NN
itu	CW
dengan	CW
baik	JJ
.	AUX

"	AUX
Ok	AUX
,	AUX
ini	CW
semata-mata	CW
kekeliruan	NN
,	AUX
"	AUX
kata	VP
-nya	NN
.	AUX

"	AUX
Yang	CW
memimpin	VP
terus-menerus	CW
berganti	VP
.	AUX
Benar-benar	CW
tergantung	VP
pada	CW
beberapa	NUM
suara	NN
.	AUX
Maju	VP
mundur	VP
dan	CW
akhirnya	CW
Amanda	NNP
pemenang	NN
-nya	NN
,	AUX
"	AUX
jelas	VP
-nya	NN
.	AUX

Kedua	NUM
finalis	NN
kemudian	CW
berpelukan	VP
sebelum	CW
Ware	NNP
mengucapkan	VP
terima kasih	NN
kepada	CW
para	CW
pendukung	NN
-nya	NN
dan	CW
berjalan	VP
di	CW
atas	NN
catwalk	AUX
untuk	CW
terakhir	NUM
kali	NN
.	AUX

Dan	CW
Sarah	NNP
Murdoch	NNP
-	AUX
seorang	NN
model	NN
yang	CW
merangkap	VP
presenter	AUX
TV	NN
-	AUX
menikah	VP
dengan	CW
putra	NN
Rupert	NNP
,	AUX
Lachlan	NNP
.	AUX

Membaca	VP
Don	NNP
Quixote	NNP
untuk	CW
YouTube	NNP

Akademi	NNP
Kerajaan	NNP
Spanyol	NNP
mengundang	VP
orang	NN
di	CW
seluruh	NUM
dunia	NN
untuk	CW
merekam	VP
segmen	NN
dari	CW
novel	NN
klasik	JJ
Don	NNP
Quixote	NNP
dan	CW
mengunggah	VP
-nya	NN
ke	CW
YouTube	NNP
.	AUX

Karya	NN
Miguel	NNP
de	NNP
Cervantes	NNP
ini	CW
sering	CW
disebut	VP
sebagai	CW
novel	NN
Spanyol	NNP
yang	CW
paling	CW
populer	JJ
walau	CW
tak	CW
banyak	NUM
yang	CW
pernah	VP
membaca	VP
-nya	NN
.	AUX

Namun	CW
kini	NN
Akademi	NNP
Kerajaan	NNP
Spanyol	NNP
,	AUX
yang	CW
merupakan	VP
pelindung	NN
resmi	JJ
bahasa	NNP
Spanyol	NNP
,	AUX
membagi	VP
karya	NN
itu	CW
ke	CW
dalam	NN
2.000	NUM
segmen	NN
.	AUX

Segmen-segmen	NN
itu	CW
akan	VP
dibaca	VP
dan	CW
kemudian	CW
direkam	VP
hanya	CW
dalam	CW
bahasa	NNP
Spanyol	NNP
-	AUX
oleh	CW
sukarelawan	NN
dan	CW
diunggah	VP
di	CW
halaman	NN
khusus	JJ
YouTube	NNP
.	AUX

Tujuan	NN
-nya	NN
adalah	VP
mempromosikan	VP
bahasa	NNP
Spanyol	NNP
dan	CW
novel	NN
terkenal	VP
itu	CW
,	AUX
yang	CW
akan	VP
menggunakan	VP
judul	NN
lengkap	JJ
-nya	NN
The	NNP
Ingenious	NNP
Hidalgo	NNP
Don	NNP
Quixote	NNP
of	NNP
La	NNP
Mancha	NNP
.	AUX

"	AUX
Bahasa	NNP
Spanyol	NNP
tidak	CW
mendapat	VP
ruang	NN
yang	CW
sepatutnya	CW
di	CW
internet	NN
,	AUX
"	AUX
kata	VP
sekretaris	NN
akademi	NN
,	AUX
Dario	NNP
Villanueva	NNP
,	AUX
kepada	CW
kantor berita	NNP
AFP	NNP
.	AUX

"	AUX
Kami	NN
ingin	CW
mengadukan	VP
-nya	NN
dan	CW
melakukan	VP
sesuatu	NN
untuk	CW
mengoreksi	VP
-nya	NN
.	AUX
